,line,__fileposition__
1892,"2513,Pet Sematary (1989),Horror",91202
1893,"2514,Pet Sematary II (1992),Comedy|Horror",91235
1894,"2515,Children of the Corn II: The Final Sacrifice (1993),Horror",91278
1895,"2516,Children of the Corn III (1994),Horror",91343
1896,"2517,Christine (1983),Horror",91388
1897,"2518,Night Shift (1982),Comedy",91418
1898,"2520,Airport (1970),Drama",91450
1899,"2521,Airport 1975 (1974),Action|Drama|Thriller",91477
1900,"2522,Airport '77 (1977),Drama",91525
1901,"2523,Rollercoaster (1977),Drama|Thriller",91556
1902,"2524,""Towering Inferno, The (1974)"",Action|Adventure|Drama|Thriller",91598
1903,"2525,Alligator (1980),Action|Horror|Sci-Fi",91667
1904,"2526,Meteor (1979),Sci-Fi",91711
1905,"2527,Westworld (1973),Action|Sci-Fi|Thriller|Western",91738
1906,"2528,Logan's Run (1976),Action|Adventure|Sci-Fi",91792
1907,"2529,Planet of the Apes (1968),Action|Drama|Sci-Fi",91841
1908,"2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi",91893
1909,"2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi",91951
1910,"2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi",92012
1911,"2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi",92074
1912,"2534,Avalanche (1978),Action",92136
1913,"2535,Earthquake (1974),Action|Drama|Thriller",92166
1914,"2537,Beyond the Poseidon Adventure (1979),Adventure",92212
1915,"2538,Dancemaker (1998),Documentary",92265
1916,"2539,Analyze This (1999),Comedy",92301
1917,"2540,""Corruptor, The (1999)"",Action|Crime|Drama|Thriller",92334
1918,"2541,Cruel Intentions (1999),Drama",92392
1919,"2542,""Lock, Stock & Two Smoking Barrels (1998)"",Comedy|Crime|Thriller",92428
1920,"2544,""School of Flesh, The (École de la chair, L') (1998)"",Drama|Romance",92499
1921,"2546,""Deep End of the Ocean, The (1999)"",Drama",92574
1922,"2548,""Rage: Carrie 2, The (1999)"",Horror",92622
1923,"2549,Wing Commander (1999),Action|Sci-Fi",92664
1924,"2550,""Haunting, The (1963)"",Horror|Thriller",92706
1925,"2551,Dead Ringers (1988),Drama|Horror|Thriller",92751
1926,"2552,My Boyfriend's Back (1993),Comedy",92799
1927,"2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller",92839
1928,"2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller",92897
1929,"2555,Baby Geniuses (1999),Comedy",92956
1930,"2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller",92990
1931,"2558,Forces of Nature (1999),Comedy|Romance",93051
1932,"2559,""King and I, The (1999)"",Animation|Children",93096
1933,"2560,Ravenous (1999),Horror|Thriller",93146
1934,"2561,True Crime (1999),Crime|Thriller",93184
1935,"2563,Dangerous Beauty (1998),Drama",93223
1936,"2565,""King and I, The (1956)"",Drama|Musical|Romance",93259
1937,"2566,Doug's 1st Movie (1999),Animation|Children",93312
1938,"2567,EDtv (1999),Comedy",93361
1939,"2568,""Mod Squad, The (1999)"",Action|Crime",93386
1940,"2570,""Walk on the Moon, A (1999)"",Drama|Romance",93429
1941,"2571,""Matrix, The (1999)"",Action|Sci-Fi|Thriller",93478
1942,"2572,10 Things I Hate About You (1999),Comedy|Romance",93528
1943,"2573,Tango (1998),Drama|Musical",93583
1944,"2574,""Out-of-Towners, The (1999)"",Comedy",93616
1945,"2575,""Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"",Drama",93658
1946,"2577,Metroland (1997),Comedy|Drama",93732
1947,"2579,Following (1998),Crime|Mystery|Thriller",93768
1948,"2580,Go (1999),Comedy|Crime",93814
1949,"2581,Never Been Kissed (1999),Comedy|Romance",93843
1950,"2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy",93889
1951,"2583,Cookie's Fortune (1999),Comedy|Drama",93947
1952,"2585,""Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"",Drama|Romance",93990
1953,"2586,Goodbye Lover (1999),Comedy|Crime|Thriller",94085
1954,"2587,Life (1999),Comedy|Crime|Drama",94134
1955,"2589,Friends & Lovers (1999),Comedy|Drama|Romance",94171
1956,"2590,Hideous Kinky (1998),Drama",94222
1957,"2593,""Monster, The (Mostro, Il) (1994)"",Comedy",94255
1958,"2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller",94303
1959,"2596,SLC Punk! (1998),Comedy|Drama",94377
1960,"2597,Lost & Found (1999),Comedy|Romance",94413
1961,"2598,Pushing Tin (1999),Comedy",94454
1962,"2599,Election (1999),Comedy",94486
1963,"2600,eXistenZ (1999),Action|Sci-Fi|Thriller",94515
1964,"2605,Entrapment (1999),Crime|Thriller",94560
1965,"2606,Idle Hands (1999),Comedy|Horror",94599
1966,"2607,Get Real (1998),Drama|Romance",94637
1967,"2609,""King of Masks, The (Bian Lian) (1996)"",Drama",94673
1968,"2611,""Winslow Boy, The (1999)"",Drama",94725
1969,"2612,Mildred Pierce (1945),Drama|Film-Noir",94763
1970,"2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi",94807
1971,"2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi",94860
1972,"2615,My Science Project (1985),Adventure|Sci-Fi",94926
1973,"2616,Dick Tracy (1990),Action|Crime",94975
1974,"2617,""Mummy, The (1999)"",Action|Adventure|Comedy|Fantasy|Horror|Thriller",95012
1975,"2618,""Castle, The (1997)"",Comedy",95086
1976,"2620,This Is My Father (1998),Drama|Romance",95120
1977,"2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy",95165
1978,"2623,Trippin' (1999),Comedy",95241
1979,"2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy",95270
1980,"2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller",95326
1981,"2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi",95399
1982,"2629,""Love Letter, The (1999)"",Comedy|Romance",95478
1983,"2630,Besieged (a.k.a. L' Assedio) (1998),Drama",95525
1984,"2632,""Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"",Adventure|Drama|Mystery",95573
1985,"2633,""Mummy, The (1932)"",Horror|Romance",95672
1986,"2634,""Mummy, The (1959)"",Horror",95713
1987,"2639,Mommie Dearest (1981),Drama",95746
1988,"2640,Superman (1978),Action|Adventure|Sci-Fi",95780
1989,"2641,Superman II (1980),Action|Sci-Fi",95826
1990,"2642,Superman III (1983),Action|Adventure|Sci-Fi",95865
1991,"2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi",95915
1992,"2644,Dracula (1931),Horror",95985
1993,"2648,Frankenstein (1931),Drama|Horror|Sci-Fi",96013
1994,"2651,Frankenstein Meets the Wolf Man (1943),Horror",96059
1995,"2652,""Curse of Frankenstein, The (1957)"",Horror",96111
1996,"2654,""Wolf Man, The (1941)"",Drama|Fantasy|Horror",96160
1997,"2655,Howling II: Your Sister Is a Werewolf (1985),Horror",96210
1998,"2656,Tarantula (1955),Horror|Sci-Fi",96268
1999,"2657,""Rocky Horror Picture Show, The (1975)"",Comedy|Horror|Musical|Sci-Fi",96305
2000,"2659,It Came from Hollywood (1982),Comedy|Documentary",96380
2001,"2660,""Thing from Another World, The (1951)"",Horror|Sci-Fi",96435
2002,"2661,It Came from Outer Space (1953),Sci-Fi",96494
2003,"2662,""War of the Worlds, The (1953)"",Action|Drama|Sci-Fi",96539
2004,"2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller",96597
2005,"2665,Earth vs. the Flying Saucers (1956),Sci-Fi",96664
2006,"2668,Swamp Thing (1982),Horror|Sci-Fi",96713
2007,"2669,Pork Chop Hill (1959),War",96752
2008,"2670,Run Silent Run Deep (1958),War",96784
2009,"2671,Notting Hill (1999),Comedy|Romance",96821
2010,"2672,""Thirteenth Floor, The (1999)"",Drama|Sci-Fi|Thriller",96862
2011,"2674,""Loss of Sexual Innocence, The (1999)"",Drama|Fantasy",96921
2012,"2676,Instinct (1999),Drama|Thriller",96980
2013,"2677,Buena Vista Social Club (1999),Documentary|Musical",97017
2014,"2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi",97074
2015,"2682,Limbo (1999),Drama",97125
2016,"2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy",97150
2017,"2686,""Red Violin, The (Violon rouge, Le) (1998)"",Drama|Mystery",97225
2018,"2687,Tarzan (1999),Adventure|Animation|Children|Drama",97289
2019,"2688,""General's Daughter, The (1999)"",Crime|Drama|Mystery|Thriller",97344
2020,"2690,""Ideal Husband, An (1999)"",Comedy|Romance",97412
2021,"2691,""Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"",Drama",97460
2022,"2692,Run Lola Run (Lola rennt) (1998),Action|Crime",97585
2023,"2693,Trekkies (1997),Documentary",97637
2024,"2694,Big Daddy (1999),Comedy",97671
2025,"2695,""Boys, The (1998)"",Drama",97701
2026,"2696,""Dinner Game, The (Dîner de cons, Le) (1998)"",Comedy",97732
2027,"2697,My Son the Fanatic (1997),Comedy|Drama|Romance",97792
2028,"2698,Zone 39 (1997),Sci-Fi",97845
2029,"2699,Arachnophobia (1990),Comedy|Horror",97873
2030,"2700,""South Park: Bigger, Longer and Uncut (1999)"",Animation|Comedy|Musical",97914
2031,"2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western",97991
2032,"2702,Summer of Sam (1999),Drama",98048
2033,"2706,American Pie (1999),Comedy|Romance",98081
2034,"2707,Arlington Road (1999),Thriller",98122
2035,"2708,""Autumn Tale, An (Conte d'automne) (1998)"",Romance",98159
2036,"2709,Muppets From Space (1999),Children|Comedy",98216
2037,"2710,""Blair Witch Project, The (1999)"",Drama|Horror|Thriller",98264
2038,"2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller",98326
2039,"2713,Lake Placid (1999),Horror|Thriller",98377
2040,"2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi",98418
2041,"2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi",98488
2042,"2718,Drop Dead Gorgeous (1999),Comedy",98539
2043,"2719,""Haunting, The (1999)"",Horror|Thriller",98578
2044,"2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy",98623
2045,"2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller",98686
2046,"2723,Mystery Men (1999),Action|Comedy|Fantasy",98743
2047,"2724,Runaway Bride (1999),Comedy|Romance",98790
2048,"2725,Twin Falls Idaho (1999),Drama",98832
2049,"2726,""Killing, The (1956)"",Crime|Film-Noir",98868
2050,"2727,Killer's Kiss (1955),Crime|Film-Noir",98912
2051,"2728,Spartacus (1960),Action|Drama|Romance|War",98955
2052,"2729,Lolita (1962),Drama|Romance",99003
2053,"2730,Barry Lyndon (1975),Drama|Romance|War",99037
2054,"2731,""400 Blows, The (Les quatre cents coups) (1959)"",Crime|Drama",99081
2055,"2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance",99148
2056,"2733,Vibes (1988),Adventure|Comedy|Romance",99204
2057,"2734,""Mosquito Coast, The (1986)"",Adventure|Drama|Thriller",99248
2058,"2735,""Golden Child, The (1986)"",Action|Adventure|Comedy|Fantasy|Mystery",99308
2059,"2736,Brighton Beach Memoirs (1986),Comedy",99381
2060,"2737,Assassination (1987),Action|Drama|Thriller",99424
2061,"2738,Crimes of the Heart (1986),Comedy|Drama",99473
2062,"2739,""Color Purple, The (1985)"",Drama",99519
2063,"2740,""Kindred, The (1986)"",Horror|Sci-Fi",99558
2064,"2741,No Mercy (1986),Action|Crime|Thriller",99600
2065,"2742,Ménage (Tenue de soirée) (1986),Comedy|Drama",99644
2066,"2743,Native Son (1986),Drama",99697
2067,"2744,Otello (1986),Drama",99727
2068,"2745,""Mission, The (1986)"",Drama",99753
2069,"2746,Little Shop of Horrors (1986),Comedy|Horror|Musical",99787
2070,"2747,""Little Shop of Horrors, The (1960)"",Comedy|Horror",99845
2071,"2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy",99902
2072,"2749,""Morning After, The (1986)"",Drama|Mystery",99982
2073,"2750,Radio Days (1987),Comedy|Drama",100030
2074,"2751,From the Hip (1987),Comedy|Drama",100067
2075,"2752,Outrageous Fortune (1987),Comedy|Mystery",100106
2076,"2754,Deadtime Stories (1987),Horror",100153
2077,"2757,Frances (1982),Drama",100190
2078,"2759,Dick (1999),Comedy",100217
2079,"2761,""Iron Giant, The (1999)"",Adventure|Animation|Children|Drama|Sci-Fi",100242
2080,"2762,""Sixth Sense, The (1999)"",Drama|Horror|Mystery",100315
2081,"2763,""Thomas Crown Affair, The (1999)"",Action|Mystery",100368
2082,"2764,""Thomas Crown Affair, The (1968)"",Crime|Drama|Romance|Thriller",100423
2083,"2765,""Acid House, The (1998)"",Comedy|Drama",100492
2084,"2766,""Adventures of Sebastian Cole, The (1998)"",Comedy|Drama",100536
2085,"2769,""Yards, The (2000)"",Crime|Drama",100598
2086,"2770,Bowfinger (1999),Comedy",100636
2087,"2771,Brokedown Palace (1999),Drama",100666
2088,"2772,Detroit Rock City (1999),Comedy",100702
2089,"2774,Better Than Chocolate (1999),Comedy|Romance",100740
2090,"2775,Head On (1998),Drama",100790
2091,"2779,Heaven Can Wait (1978),Comedy",100817
2092,"2782,Pit and the Pendulum (1961),Horror",100853
2093,"2784,""Masque of the Red Death, The (1964)"",Horror",100894
2094,"2786,Haunted Honeymoon (1986),Comedy",100945
2095,"2787,Cat's Eye (1985),Horror",100983
2096,"2788,Monty Python's And Now for Something Completely Different (1971),Comedy",101013
2097,"2789,Damien: Omen II (1978),Horror",101091
2098,"2790,""Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"",Horror|Thriller",101127
2099,"2791,Airplane! (1980),Comedy",101216
2100,"2792,Airplane II: The Sequel (1982),Comedy",101246
2101,"2793,""American Werewolf in Paris, An (1997)"",Comedy|Horror|Romance|Thriller",101290
2102,"2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance",101367
2103,"2795,National Lampoon's Vacation (1983),Comedy",101466
2104,"2796,Funny Farm (1988),Comedy",101514
2105,"2797,Big (1988),Comedy|Drama|Fantasy|Romance",101545
2106,"2798,Problem Child (1990),Children|Comedy",101591
2107,"2799,Problem Child 2 (1991),Comedy",101634
2108,"2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy",101670
2109,"2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance",101765
2110,"2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller",101835
2111,"2803,""Pelican Brief, The (1993)"",Crime|Drama|Mystery|Romance|Thriller",101894
2112,"2804,""Christmas Story, A (1983)"",Children|Comedy",101965
2113,"2805,Mickey Blue Eyes (1999),Comedy|Romance",102015
2114,"2806,Teaching Mrs. Tingle (1999),Comedy|Thriller",102060
2115,"2807,Universal Soldier: The Return (1999),Action|Sci-Fi",102110
2116,"2808,Universal Soldier (1992),Action|Sci-Fi",102167
2117,"2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller",102212
2118,"2812,In Too Deep (1999),Action|Thriller",102272
2119,"2813,""Source, The (1999)"",Documentary",102313
2120,"2815,Iron Eagle (1986),Action|War",102352
2121,"2816,Iron Eagle II (1988),Action|War",102387
2122,"2817,Aces: Iron Eagle III (1992),Action",102425
2123,"2818,Iron Eagle IV (1995),Action|War",102466
2124,"2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller",102504
2125,"2820,Hamlet (1964),Drama",102596
2126,"2822,Medicine Man (1992),Adventure|Romance",102622
2127,"2824,On the Ropes (1999),Documentary|Drama",102666
2128,"2826,""13th Warrior, The (1999)"",Action|Adventure|Fantasy",102710
2129,"2827,""Astronaut's Wife, The (1999)"",Horror|Sci-Fi|Thriller",102768
2130,"2828,Dudley Do-Right (1999),Children|Comedy",102828
2131,"2829,""Muse, The (1999)"",Comedy",102873
2132,"2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller",102905
2133,"2836,Outside Providence (1999),Comedy",102964
2134,"2837,Bedrooms & Hallways (1998),Comedy|Romance",103003
2135,"2839,West Beirut (West Beyrouth) (1998),Drama",103051
2136,"2840,Stigmata (1999),Drama|Thriller",103098
2137,"2841,Stir of Echoes (1999),Horror|Mystery|Thriller",103135
2138,"2843,""Black Cat, White Cat (Crna macka, beli macor) (1998)"",Comedy|Romance",103187
2139,"2844,""Minus Man, The (1999)"",Drama|Mystery",103263
2140,"2846,""Adventures of Milo and Otis, The (Koneko monogatari) (1986)"",Adventure|Children|Comedy|Drama",103307
2141,"2847,Only Angels Have Wings (1939),Adventure|Drama|Romance",103407
2142,"2848,""Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"",Drama",103467
2143,"2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller",103542
2144,"2852,""Soldier's Story, A (1984)"",Drama",103590
2145,"2856,I Saw What You Did (1965),Thriller",103630
2146,"2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical",103671
2147,"2858,American Beauty (1999),Drama|Romance",103744
2148,"2859,Stop Making Sense (1984),Documentary|Musical",103787
2149,"2860,Blue Streak (1999),Comedy",103838
2150,"2861,For Love of the Game (1999),Comedy|Drama",103870
2151,"2862,Caligula (1979),Drama",103917
2152,"2863,""Hard Day's Night, A (1964)"",Adventure|Comedy|Musical",103945
2153,"2865,Sugar Town (1999),Comedy",104005
2154,"2866,""Buddy Holly Story, The (1978)"",Drama",104036
2155,"2867,Fright Night (1985),Comedy|Horror|Thriller",104080
2156,"2868,Fright Night Part II (1988),Horror",104129
2157,"2870,Barefoot in the Park (1967),Comedy",104170
2158,"2871,Deliverance (1972),Adventure|Drama|Thriller",104211
2159,"2872,Excalibur (1981),Adventure|Fantasy",104261
2160,"2874,""Pajama Game, The (1957)"",Comedy|Musical|Romance",104302
2161,"2875,Sommersby (1993),Drama|Mystery|Romance",104357
2162,"2876,Thumbelina (1994),Animation|Children|Fantasy",104402
2163,"2877,Tommy (1975),Musical",104453
2164,"2878,Hell Night (1981),Horror",104480
2165,"2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy",104511
2166,"2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy",104621
2167,"2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller",104691
2168,"2882,Jakob the Liar (1999),Drama",104748
2169,"2883,Mumford (1999),Comedy|Drama",104782
2170,"2884,Dog Park (1998),Comedy|Romance",104816
2171,"2885,Guinevere (1999),Drama|Romance",104853
2172,"2886,""Adventures of Elmo in Grouchland, The (1999)"",Children|Comedy",104890
2173,"2887,Simon Sez (1999),Action|Comedy",104959
2174,"2888,Drive Me Crazy (1999),Comedy|Romance",104996
2175,"2889,""Mystery, Alaska (1999)"",Comedy|Drama",105039
2176,"2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War",105083
2177,"2891,""Happy, Texas (1999)"",Comedy",105142
2178,"2892,New Rose Hotel (1998),Action|Drama",105177
2179,"2893,Plunkett & MaCleane (1999),Action|Adventure|Drama",105218
2180,"2894,Romance (1999),Drama|Romance",105274
2181,"2896,Alvarez Kelly (1966),Western",105309
2182,"2897,And the Ship Sails On (E la nave va) (1983),Comedy|War",105344
2183,"2898,""Dark Half, The (1993)"",Horror|Mystery",105405
2184,"2899,Gulliver's Travels (1939),Adventure|Animation|Children",105450
2185,"2900,Monkey Shines (1988),Horror|Sci-Fi",105511
2186,"2901,Phantasm (1979),Horror|Sci-Fi",105552
2187,"2902,Psycho II (1983),Horror|Mystery|Thriller",105588
2188,"2903,Psycho III (1986),Horror|Thriller",105635
2189,"2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama",105675
2190,"2906,Random Hearts (1999),Drama|Romance",105739
2191,"2907,Superstar (1999),Comedy",105780
2192,"2908,Boys Don't Cry (1999),Drama",105810
2193,"2912,""Limey, The (1999)"",Crime|Drama|Thriller",105844
2194,"2915,Risky Business (1983),Comedy",105891
2195,"2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller",105926
2196,"2917,Body Heat (1981),Crime|Thriller",105985
2197,"2918,Ferris Bueller's Day Off (1986),Comedy",106023
2198,"2919,""Year of Living Dangerously, The (1982)"",Drama|Romance|War",106068
2199,"2921,High Plains Drifter (1973),Western",106133
2200,"2922,Hang 'Em High (1968),Crime|Drama|Western",106174
2201,"2924,Drunken Master (Jui kuen) (1978),Action|Comedy",106221
2202,"2925,""Conformist, The (Conformista, Il) (1970)"",Drama",106274
2203,"2926,Hairspray (1988),Comedy|Drama",106329
2204,"2927,Brief Encounter (1946),Drama|Romance",106365
2205,"2928,""Razor's Edge, The (1984)"",Drama",106408
2206,"2929,Reds (1981),Drama|Romance",106447
2207,"2930,Return with Honor (1998),Documentary",106479
